FID,u,v,key,osmid,highway,oneway,length,name,lanes,bridge,ref,tunnel,junction,maxspeed,id,source,target,FID_1,id_1,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,fill_ratio,highway_1,drop
2083,5213237302.000000000000000,6124761584.000000000000000,0.000000000000000,574510761,primary,True,154.865000000000009,蜀都大道总府路,3, , , , , ,3838.000000000000000,5213237302.000000000000000,6124761584.000000000000000,3838,3838.000000000000000,11.348467701100001,12.488737834600000,11.920360768900000,12.853351162899999,11.179855243400000,12.587529996400001,11.594077562200001,9.902873153890001,8.045126357519999,7.978081023450000,7.174415027870000,8.075968230350000,7.765843309460000,7.209734807680000,6.875081949230000,6.774643664610000,7.385719696920000,8.037800641560001,7.930446190380000,7.837926069540000,8.027799461200001,7.268678741310000,8.911376706340000,10.241964336800001,1.000000000000000,primary,1
2084,5213237302.000000000000000,5530209159.000000000000000,0.000000000000000,925480264,primary,True,16.709000000000000,红星路二段,2, , , , , ,3839.000000000000000,5213237302.000000000000000,5530209159.000000000000000,3839,3839.000000000000000,2.291062235700000,2.390308798200000,2.871939583330000,1.784902856890000,2.011268518520000,0.464236050055000,2.285027702930000,1.500929028630000,1.482443670040000,1.451854559060000,1.649731460440000,2.115334065690000,1.405144819400000,1.976590022890000,1.668100564680000,1.566116743740000,1.812415875730000,1.545741684430000,1.643041008840000,1.712983906730000,2.676257971170000,2.219536202140000,2.182069103440000,2.201091726380000,1.000000000000000,primary,1
2085,5213238430.000000000000000,5213238503.000000000000000,0.000000000000000,895111453,primary,True,84.766000000000005,蜀都大道总府路,3, , , , , ,3840.000000000000000,5213238430.000000000000000,5213238503.000000000000000,3840,3840.000000000000000,16.131326227399999,16.252854131100001,15.439521428600001,16.482277777800000,15.304972222200000,11.851542592600000,17.845473684200002,14.372408926800000,14.476339889800000,15.290033289500000,13.198181242000000,13.844578181099999,14.864466527599999,13.303462412300000,12.114500338099999,7.834624816730000,4.199149185070000,10.653268290800000,13.704153620700000,13.598560640900001,14.233551042100000,14.436793743699999,14.335102293700000,15.261597806999999,1.000000000000000,primary,1
2086,5213238436.000000000000000,1492390579.000000000000000,0.000000000000000,465126584,primary,True,52.478999999999999,蜀都大道人民西路,3, , , , , ,3841.000000000000000,5213238436.000000000000000,1492390579.000000000000000,3841,3841.000000000000000,5.283274724780000,7.375049689140000,6.346773241330000,10.845084014399999,4.989096454330000,5.984689551770000,3.223589723000000,5.315674088080000,5.328281581330000,4.893900203350000,5.152670006130000,4.459589206540000,4.535085555200000,4.551977335740000,4.395997586800000,4.384346852370000,4.529489090460000,4.342385715970000,3.900920192120000,4.381326795070000,5.787660305820000,5.501275913970000,5.909830277010000,6.490954965200000,1.000000000000000,primary,1
2087,5213238503.000000000000000,5213238513.000000000000000,0.000000000000000,895111453,primary,True,179.734000000000009,蜀都大道总府路,3, , , , , ,3843.000000000000000,5213238503.000000000000000,5213238513.000000000000000,3843,3843.000000000000000,17.484231033299999,17.609298780100001,18.116046031700002,17.201433240000000,12.925925030500000,14.312151851899999,16.594488359800000,17.634731458699999,16.163925542000001,15.242785830500001,13.268654117400001,11.711663794000000,12.343706952000000,11.881376118900000,8.818108468389999,4.845757002180000,3.273297021360000,7.927546119960000,9.554124421570000,15.104043357700000,14.328335903799999,14.081404644099999,16.034960977400001,17.141931847199999,1.000000000000000,primary,1
2088,5213238513.000000000000000,1305816694.000000000000000,0.000000000000000,895111453,primary,True,264.723999999999990,蜀都大道总府路,3, , , , , ,3847.000000000000000,5213238513.000000000000000,1305816694.000000000000000,3847,3847.000000000000000,14.689445942800001,15.405746693799999,15.010106332900000,16.051490865600002,14.601839682500000,15.602153012900001,15.911567546200001,13.481231098700000,10.075055415900000,10.978407138900000,6.683783733690000,5.905635515050000,8.746634602849999,7.579174704270000,5.849991390440000,4.558931228540000,4.070383227140000,4.670149164690000,5.349571358120000,10.180937534000000,9.617578002609999,9.943070201150000,10.139205740100000,13.285751481800000,1.000000000000000,primary,1
2089,5213238535.000000000000000,5800045375.000000000000000,0.000000000000000,574510761,primary,True,12.816000000000001,蜀都大道总府路,3, , , , , ,3848.000000000000000,5213238535.000000000000000,5800045375.000000000000000,3848,3848.000000000000000,3.808458333330000,4.168645161290000,3.485563636360000,4.272000000000000,4.272000000000000,4.660363636360000,4.068571428570000,4.074010695190000,3.988980581890000,3.850048717950000,4.161718241760000,4.181183673470000,4.094082240150000,3.964453973330000,4.016709928880000,3.751797699480000,3.654033242920000,3.859327445470000,3.404234785980000,3.794232261530000,3.947296703300000,3.908565110570000,3.800228665720000,4.149095238100000,1.000000000000000,primary,1
2090,5213238546.000000000000000,8589027176.000000000000000,0.000000000000000,925480265,primary,True,99.402000000000001,蜀都大道东风路,3, , , , , ,3850.000000000000000,5213238546.000000000000000,8589027176.000000000000000,3850,3850.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,primary,0
2091,5213238557.000000000000000,1156126849.000000000000000,0.000000000000000,455746724,secondary,False,171.483000000000004,东安南路, , , , , , ,3852.000000000000000,5213238557.000000000000000,1156126849.000000000000000,3852,3852.000000000000000,14.876516666700001,15.019648177100001,14.678970289900001,15.719275000000000,12.759151785700000,15.242933333300000,11.432200000000000,14.562445238100000,11.767185022700000,11.488134059300000,11.619580779800000,12.348997764600000,12.868142049299999,12.982318218200000,11.806771339399999,12.858918577400001,13.401689583300000,12.075771317199999,12.236010845399999,13.110909464400001,12.954610893400000,12.829125660200001,13.259133785600000,12.843617965400000,1.000000000000000,secondary,1
2092,5213238557.000000000000000,5514341246.000000000000000,0.000000000000000,455746724,secondary,False,13.055999999999999,东安南路, , , , , , ,3853.000000000000000,5213238557.000000000000000,5514341246.000000000000000,3853,3853.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.538666666670000,1.450666666670000,0.000000000000000,0.000000000000000,0.000000000000000,1.088000000000000,0.000000000000000,0.000000000000000,2.901333333330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.166666666667000,secondary,1
2093,5213238557.000000000000000,5213238595.000000000000000,0.000000000000000,538608171,primary,True,107.477000000000004,蜀都大道大慈寺路,3, , , , , ,3854.000000000000000,5213238557.000000000000000,5213238595.000000000000000,3854,3854.000000000000000,24.247854860899999,24.812591357999999,24.034305789000001,31.347458333300001,20.109287896800002,27.864407407400002,26.055030302999999,24.188417800500002,24.820798175600000,23.650189655300000,22.379834321600001,25.786284586099999,24.261934362800002,21.058016449499998,22.794999850600000,23.305274185999998,21.178547828300001,23.276177874199998,23.401766500899999,22.388078418799999,22.516744224899998,25.174939834900002,26.438577126999999,23.379399862000000,1.000000000000000,primary,1
2094,5213238595.000000000000000,5213238596.000000000000000,0.000000000000000,538608171,primary,True,342.990999999999985,蜀都大道大慈寺路,3, , , , , ,3857.000000000000000,5213238595.000000000000000,5213238596.000000000000000,3857,3857.000000000000000,11.861809355600000,11.468830320700000,11.009412993100000,10.653339486800000,11.330244723300000,8.927620125070000,10.489492089200001,7.269908873430000,6.079223136880000,5.815220750950000,6.051093742880000,6.591670956470000,6.984365299170000,5.577091860030000,4.079491181080000,5.803169667050000,5.533367726000000,5.867839112310000,7.065137625900000,6.209757466490000,5.746314274560000,5.205885230620000,7.630459484280000,8.980484652219999,1.000000000000000,primary,1
2095,5213238596.000000000000000,5514341249.000000000000000,0.000000000000000,538608171,primary,True,141.590000000000003,蜀都大道大慈寺路,3, , , , , ,3859.000000000000000,5213238596.000000000000000,5514341249.000000000000000,3859,3859.000000000000000,12.904881780700000,12.488590304600001,12.172499162899999,12.599096100500001,13.220748566799999,12.951160341500000,13.892426234600000,9.887890523330000,9.517705164500001,8.306713726840000,8.137908683670000,9.177321560350000,9.837942294310000,7.837828046520000,6.065665089530000,6.419082122670000,8.293506571789999,7.364234828730000,7.914495431200000,9.124177932660000,9.397099430130000,9.042695237729999,9.978016023700000,11.035092032000000,1.000000000000000,primary,1
2096,5213238596.000000000000000,672405808.000000000000000,0.000000000000000,567214044,tertiary,False,15.053000000000001,书院南街, , , , , , ,3860.000000000000000,5213238596.000000000000000,672405808.000000000000000,3860,3860.000000000000000,3.318562610230000,3.679622222220000,1.881625000000000,1.463486111110000,0.000000000000000,5.017666666670000,4.704062500000000,4.300857142860000,3.166377233120000,3.802902386610000,2.337429574510000,3.264889355600000,4.193113378830000,3.602471339380000,3.732146659610000,3.586909099070000,3.855222393150000,3.874693837500000,3.317811804210000,3.919477716730000,3.339563895080000,4.515900000000000,3.776524250440000,4.432272222220000,0.958333333333000,tertiary,1
2097,5213238596.000000000000000,5514341250.000000000000000,0.000000000000000,567214044,tertiary,False,130.772999999999996,书院南街, , , , , , ,3861.000000000000000,5213238596.000000000000000,5514341250.000000000000000,3861,3861.000000000000000,11.039017129599999,9.565802777780000,15.256850000000000,7.265166666670000,10.897750000000000,0.000000000000000,3.353153846150000,3.539481419730000,7.750618865820000,6.013140119020000,5.460278210780000,5.800844101920000,5.944864777170000,7.645886523200000,5.975557513880000,8.586151508610000,7.487102428010000,7.504352024540000,5.926178547940000,5.868853176830000,8.722702222720001,7.174499357460000,7.617748234220000,10.386222959199999,0.958333333333000,tertiary,1
2098,5213252905.000000000000000,8406999759.000000000000000,0.000000000000000,168176023,primary,True,6.676000000000000,成华大道杉板桥路,3, , , , , ,3863.000000000000000,5213252905.000000000000000,8406999759.000000000000000,3863,3863.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,primary,0
2099,5213252910.000000000000000,5514485026.000000000000000,0.000000000000000,925480225,primary,True,137.560000000000002,一环路东三段,3, , , , , ,3864.000000000000000,5213252910.000000000000000,5514485026.000000000000000,3864,3864.000000000000000,11.066088242799999,12.245790202600000,13.417278795300000,12.493935693899999,10.902106313399999,13.119148148100001,11.305011072299999,10.161714610700001,9.809435405369999,10.040081163300000,9.918381527790000,11.005211063300001,10.539634076900001,10.982332211299999,10.109931048700000,10.240760745199999,10.152215363600000,9.529531340440000,9.935291079040001,10.215872838499999,9.966299090480000,10.477587999700001,10.529304983099999,11.671010890400000,1.000000000000000,primary,1
2100,5213252910.000000000000000,5459472934.000000000000000,0.000000000000000,934892339,primary,True,15.108000000000001,成华大道新鸿路,3, , , , , ,3865.000000000000000,5213252910.000000000000000,5459472934.000000000000000,3865,3865.000000000000000,4.321067857140000,4.460457142860000,4.383185185190000,4.080092592590000,2.941481818180000,4.028800000000000,4.196666666670000,4.201362237760000,4.046696963080000,3.478130803100000,4.309311460760000,4.675297940500000,4.462077477480000,4.785022875820000,4.281736748920000,4.540522580650000,4.229307407410000,4.360793244150000,4.129123575700000,4.063516611300000,5.200217391300000,4.225777931490000,4.646445162680000,4.828165079370000,1.000000000000000,primary,1
2101,5213252912.000000000000000,1500638636.000000000000000,0.000000000000000,570290356,tertiary,False,14.978999999999999,横桥街,2, , , , ,30,3866.000000000000000,5213252912.000000000000000,1500638636.000000000000000,3866,3866.000000000000000,4.368875000000000,4.618525000000000,4.524906250000000,4.993000000000000,4.993000000000000,3.994400000000000,2.496500000000000,3.499995098040000,3.805580896690000,3.387631619050000,3.846057246380000,4.330208670030000,4.660133333330000,4.459224523810000,4.352896377370000,4.076410628020000,3.942284511780000,4.618525000000000,4.568233695140000,4.528981244380000,4.460413333330000,4.397680769230000,4.435745535710000,4.725517857140000,1.000000000000000,tertiary,1
2102,5213252912.000000000000000,5283966328.000000000000000,0.000000000000000,570290356,tertiary,False,140.859000000000009,横桥街,2, , , , ,30,3867.000000000000000,5213252912.000000000000000,5283966328.000000000000000,3867,3867.000000000000000,12.027596218499999,16.489446428600001,11.557661538500000,10.564425000000000,23.476500000000001,15.651000000000000,12.520799999999999,13.079764285700000,8.142749999999999,14.024922077899999,14.930557142900000,11.527563461500000,13.912000000000001,11.854733466500001,12.051270000000001,12.280015384600000,10.288403936300000,6.192234740260000,8.205283714480000,7.155634347230000,11.696327678599999,11.129600000000000,11.770586776900000,12.833819999999999,1.000000000000000,tertiary,1
2103,5213252912.000000000000000,5213253137.000000000000000,0.000000000000000,137132118,primary,True,286.677000000000021,昭觉寺南路,3, , , , , ,3868.000000000000000,5213252912.000000000000000,5213253137.000000000000000,3868,3868.000000000000000,15.089411838900000,15.152281895700000,16.084590547299999,14.489744312199999,12.292477182500001,12.510428265300000,12.331097325900000,13.216897964499999,13.860123325900000,13.877491800000000,14.145455676599999,13.512617942400000,14.245718942400000,14.143414595199999,13.527149782300000,14.245125357399999,13.893702495699999,13.753416776600000,13.578370570500001,12.749088190500000,13.270687210700000,13.588826669500000,14.145331874600000,13.806569973400000,1.000000000000000,primary,1
2104,5213252916.000000000000000,5213253179.000000000000000,0.000000000000000,934892339,primary,True,187.614000000000004,成华大道新鸿路,3, , , , , ,3870.000000000000000,5213252916.000000000000000,5213253179.000000000000000,3870,3870.000000000000000,11.082119556000000,10.680356263200000,10.483624397800000,12.848595274899999,10.839919999999999,14.143209230800000,9.529600000000000,7.969381739890000,4.239681818050000,5.739554962670000,5.869416066890000,5.155378985280000,7.547237005040000,6.774437877090000,6.363273231540000,4.516380020510000,5.704202688910000,4.738708457820000,5.983103283120000,5.599309714080000,5.590934249090000,5.430312416310000,6.137917966710000,5.929798187650000,1.000000000000000,primary,1
2105,5213252919.000000000000000,5213253321.000000000000000,0.000000000000000,538610042,primary,True,16.670999999999999,解放路一段,3, , , , , ,3871.000000000000000,5213252919.000000000000000,5213253321.000000000000000,3871,3871.000000000000000,4.339322195450000,4.575263333330000,5.358535714290000,4.251946969700000,4.341406250000000,3.395944444440000,4.110956672140000,2.513743851580000,4.234979510610000,4.194017348970000,3.985007866960000,4.427597375690000,3.574719037110000,3.595495100040000,4.327024832600000,4.590382312970000,4.189231241000000,4.243572000000000,4.001290154850000,4.618251930730000,3.955728555560000,3.822908527200000,4.396531801030000,4.338940481600000,1.000000000000000,primary,1
2106,5213252919.000000000000000,1947584056.000000000000000,0.000000000000000,132627766,primary,True,297.870000000000005,一环路北四段, , , , , , ,3872.000000000000000,5213252919.000000000000000,1947584056.000000000000000,3872,3872.000000000000000,13.128896127399999,12.217565512500000,13.764037594800000,13.051206990000001,13.954021335800000,12.689707532100000,11.405147277899999,10.952690287199999,11.712007707700000,10.455455493000001,10.238528748000000,10.521995062600000,10.888172808400000,11.315867188100000,10.899997727900001,11.080972164700000,10.116828313899999,10.789090143399999,10.912563084300000,10.458592033500000,11.445422559600001,11.360898232400000,11.760442064499999,12.100877185500000,1.000000000000000,primary,1
2107,5213253131.000000000000000,1815728540.000000000000000,0.000000000000000,"[517830656, 136608433, 137381084]",trunk,True,905.384999999999991,"['凤凰立交', '北星大道一段']","['2', '3']",viaduct, , , , ,3873.000000000000000,5213253131.000000000000000,1815728540.000000000000000,3873,3873.000000000000000,18.273084668399999,17.637370129899999,14.002698412699999,20.316634570700000,0.000000000000000,13.723219819900001,26.578233006900000,21.084892905000000,15.225001748000000,16.327231302000001,17.257465790700000,15.197318333200000,16.802825644199999,13.824705748800000,15.497345714100000,12.079543683400001,13.067335315099999,13.882355116799999,14.603722027500000,14.784457258100000,13.651499748799999,15.909813645600000,13.993553109200001,20.777262430000000,0.958333333333000,trunk,1
2108,5213253131.000000000000000,6936330385.000000000000000,0.000000000000000,538610056,trunk_link,True,230.744999999999976,三环路辅道,3,yes, , , ,40,3874.000000000000000,5213253131.000000000000000,6936330385.000000000000000,3874,3874.000000000000000,16.120311546800000,14.442927777800000,14.687454555900000,15.382999999999999,15.126616666700000,14.870233333300000,18.038398809499999,15.185805069200001,16.858612866300000,14.664340003100000,15.336588984600001,15.386810725800000,14.670547795099999,14.900614082800001,14.001119630400000,15.664589124100001,15.900237850300000,13.954145676200000,15.024359250200000,14.468169897199999,14.560745726600000,14.142794832500000,15.830361006300000,15.908004319400000,1.000000000000000,trunk_link,1
2109,5213253136.000000000000000,7944074206.000000000000000,0.000000000000000,576557681,secondary,False,14.504000000000000,建设南路, , , , , , ,3875.000000000000000,5213253136.000000000000000,7944074206.000000000000000,3875,3875.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.604333333333000,0.000000000000000,0.000000000000000,0.000000000000000,0.439515151515000,0.000000000000000,0.000000000000000,1.450400000000000,0.402888888889000,0.212603845422000,0.000000000000000,0.000000000000000,0.690666666667000,0.000000000000000,0.000000000000000,0.250000000000000,secondary,1
2110,5213253136.000000000000000,6050035396.000000000000000,0.000000000000000,576557681,secondary,False,298.557999999999993,建设南路, , , , , , ,3876.000000000000000,5213253136.000000000000000,6050035396.000000000000000,3876,3876.000000000000000,11.446039726600000,14.217047619000001,11.979179012299999,13.079683809500001,9.951933333330000,0.000000000000000,12.637375661400000,10.071391557700000,9.719332840490001,11.383852408199999,10.932529096400000,10.346096046400000,10.932408196900001,9.673500607639999,9.599996421009999,10.753070522600000,9.474547910540000,7.081538600670000,9.014456703720001,9.916880063380001,9.216478767750001,10.604445556800000,11.193456762600000,11.724062604900000,0.958333333333000,secondary,1
2111,5213253136.000000000000000,5312164137.000000000000000,0.000000000000000,698208064,secondary,True,152.415999999999997,崔家店北一路, , , , , , ,3877.000000000000000,5213253136.000000000000000,5312164137.000000000000000,3877,3877.000000000000000,12.210599999999999,14.818222222199999,0.000000000000000,11.724307692300000,0.000000000000000,7.257904761900000,8.655723456790000,15.448424908400000,10.426989899000001,12.277955555600000,11.496371008100001,13.471111111100001,13.502726984100001,10.630425210700000,11.699602226800000,12.930010907600000,9.657327914870001,11.988299981700001,12.695129995900000,11.891927942100001,11.846657319300000,10.547582030199999,14.444653594800000,15.876666666700000,0.916666666667000,secondary,1
2112,5213253137.000000000000000,1504210129.000000000000000,0.000000000000000,137132118,primary,True,92.239000000000004,昭觉寺南路,3, , , , , ,3878.000000000000000,5213253137.000000000000000,1504210129.000000000000000,3878,3878.000000000000000,16.083765421500001,18.278512152800001,16.884861388899999,16.379743055599999,16.837277777800001,20.204733333299998,17.130099999999999,16.820052941200000,17.426510729800000,15.930617079599999,16.442144176700001,15.721124718700000,16.409961627900000,15.691261737700000,15.279368286900000,16.535451663700002,16.058267143700000,15.492595888200000,15.456653901399999,15.009398319600001,14.633551841799999,15.779417277200000,15.597006730800000,13.541914560200000,1.000000000000000,primary,1
2113,5213253137.000000000000000,5213253216.000000000000000,0.000000000000000,299446988,tertiary,False,16.196999999999999,洪山路,2, , , , , ,3879.000000000000000,5213253137.000000000000000,5213253216.000000000000000,3879,3879.000000000000000,5.399000000000000,0.000000000000000,0.000000000000000,2.699500000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.699500000000000,0.000000000000000,7.198666666670000,3.195693809520000,2.699500000000000,5.399000000000000,2.699500000000000,0.000000000000000,0.000000000000000,4.319200000000000,3.149416666670000,2.849472222220000,0.000000000000000,0.000000000000000,5.399000000000000,2.463293750000000,0.000000000000000,0.541666666667000,tertiary,1
2114,5213253137.000000000000000,5283966322.000000000000000,0.000000000000000,546821254,tertiary,False,141.210000000000008,仁爱路, , , , , , ,3880.000000000000000,5213253137.000000000000000,5283966322.000000000000000,3880,3880.000000000000000,0.000000000000000,6.724285714290000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041666666666700,tertiary,1
2115,5213253157.000000000000000,1964309339.000000000000000,0.000000000000000,224070359,primary,True,12.807000000000000,二环路东一段, , , , , , ,3881.000000000000000,5213253157.000000000000000,1964309339.000000000000000,3881,3881.000000000000000,1.706821056100000,2.071901342420000,1.410335964950000,1.056207388780000,0.336019161093000,1.966548552630000,1.757823529410000,1.560798350040000,1.746954004150000,1.685357880310000,1.635463847150000,1.873398501700000,1.684522036750000,1.819133081080000,1.805947893940000,1.226708865880000,1.958859163240000,1.975729512560000,2.021134207450000,1.911210169170000,2.354352422170000,1.937365232590000,2.030410853940000,1.437863282890000,1.000000000000000,primary,1
2116,5213253157.000000000000000,5459472396.000000000000000,0.000000000000000,641188911,secondary,True,307.266000000000020,建设北路二段, , , , , , ,3882.000000000000000,5213253157.000000000000000,5459472396.000000000000000,3882,3882.000000000000000,11.209849768500000,9.066818462400001,5.908961538460000,16.003437500000000,12.099756621399999,14.631714285699999,11.061395361600001,7.730775981470000,7.507658684190000,7.472969931880000,8.886537133650000,8.580621025739999,8.800821816359999,7.296649787740000,8.140792164320001,8.353578112350000,8.197683386270000,7.760761726790000,7.447689844350000,7.648813275570000,7.853400893020000,8.997563482289999,8.676220357349999,8.768729762400000,1.000000000000000,secondary,1
2117,5213253160.000000000000000,5213253200.000000000000000,0.000000000000000,824612659,tertiary,False,15.445000000000000,建设南支路, , , , , , ,3883.000000000000000,5213253160.000000000000000,5213253200.000000000000000,3883,3883.000000000000000,4.312779234650000,4.745827272730000,3.838466171900000,3.961356481480000,2.772179487180000,5.148333333330000,2.681423611110000,4.302713365540000,4.459271145410000,4.018179699830000,4.188137011030000,4.511322322060000,4.221334408200000,4.555709249080000,4.614432098770000,4.227611135340000,4.146382790410000,4.167661121750000,4.139409940210000,4.254614951390000,4.251497509560000,4.415846332530000,4.438681944160000,4.254609192040000,1.000000000000000,tertiary,1
2118,5213253160.000000000000000,2651655862.000000000000000,0.000000000000000,"[259711464, 612810876, 280715118]",primary,True,185.068999999999988,成华大道杉板桥路,3,yes, , , , ,3884.000000000000000,5213253160.000000000000000,2651655862.000000000000000,3884,3884.000000000000000,11.956864350100000,12.602190644100000,11.903883633500000,12.558253571400000,12.569146597600000,14.057583191699999,11.652658746600000,10.173682738500000,8.700358508540001,9.965815859139999,10.295601487400001,9.886904507500001,10.594068920200000,10.771168240500000,10.523977276900000,10.152636854100001,9.888127454019999,8.888335063420000,8.945631742870001,10.227475890099999,10.060872889600001,10.549749154900001,12.092670069700000,12.180423689400000,1.000000000000000,primary,1
2119,5213253160.000000000000000,2651675847.000000000000000,0.000000000000000,824612659,tertiary,False,217.437999999999988,建设南支路, , , , , , ,3885.000000000000000,5213253160.000000000000000,2651675847.000000000000000,3885,3885.000000000000000,11.155407596400000,11.742534312000000,9.089331980520001,0.000000000000000,0.000000000000000,0.000000000000000,14.495866666700000,13.463683303600000,9.532694913580000,11.914831486500001,10.267302164500000,10.474767931600001,11.827390475500000,10.275010703800000,9.950157911310001,10.374962771900000,9.487578383320001,9.398912397709999,8.441209282719999,10.077169986700000,8.737672746759999,9.524268693360000,8.421799772480000,11.535015593800001,0.875000000000000,tertiary,1
2120,5213253168.000000000000000,8425408833.000000000000000,0.000000000000000,132734653,primary,True,198.700999999999993,二环路东三段, , ,二环路, , , ,3886.000000000000000,5213253168.000000000000000,8425408833.000000000000000,3886,3886.000000000000000,14.249433952800000,16.680505489300000,16.704433173900000,13.954280588300000,16.855412243699998,17.662311111099999,16.857205961199998,14.233088973999999,9.315287168139999,13.234801946799999,13.862222726300001,14.000892191000000,13.609722663700000,12.842734046200000,13.633928013600000,14.089465910300000,13.830249306500001,10.742458324799999,12.340353380600000,12.813701151100000,14.586869686200000,13.515719049299999,14.439686970700000,15.410604179900000,1.000000000000000,primary,1
2121,5213253168.000000000000000,2211348822.000000000000000,0.000000000000000,185776965,tertiary,False,511.497999999999990,东篱路, , , , , , ,3887.000000000000000,5213253168.000000000000000,2211348822.000000000000000,3887,3887.000000000000000,4.736092592590000,0.000000000000000,0.000000000000000,0.000000000000000,8.119015873020000,0.000000000000000,0.000000000000000,6.314790123460000,21.312416666699999,17.049933333300000,13.951950432700000,6.017623529410000,17.049933333300000,13.261059259300000,7.882808659110000,7.224088946380000,1.550196484720000,10.499958944299999,7.361007375430000,6.736574966620000,0.000000000000000,10.799492995600000,4.371777777780000,0.000000000000000,0.708333333333000,tertiary,1
2122,5213253169.000000000000000,838319910.000000000000000,0.000000000000000,132737984,primary,True,202.414999999999992,二环路东三段, , ,二环路, , , ,3888.000000000000000,5213253169.000000000000000,838319910.000000000000000,3888,3888.000000000000000,15.245247827600000,15.617002767400001,16.135810516100001,15.369835517100000,20.051571395400000,16.336382568200001,16.772379752199999,15.554864913299999,13.484530798900000,13.269400473699999,13.165723157100000,14.356801676100000,14.687288141200000,14.573780881199999,12.845293926900000,13.810478426300000,13.675662025299999,12.366335171499999,13.094341002200000,13.178177693400000,13.917380429800000,13.515958011600000,14.932891955800001,15.264890522200000,1.000000000000000,primary,1
2123,5213253169.000000000000000,5213253192.000000000000000,0.000000000000000,934892339,primary,True,32.914999999999999,成华大道新鸿路,3, , , , , ,3889.000000000000000,5213253169.000000000000000,5213253192.000000000000000,3889,3889.000000000000000,6.419489480190000,7.406237819660000,6.711240259740000,6.914435763890000,5.028680555560000,10.057361111100001,6.420918560610000,7.166792615600000,7.328364311650000,6.216220317160000,6.401212900200000,6.741572346950000,7.121704211590000,6.517157334370000,6.305466912840000,7.162847682210000,6.094718969820000,6.954099841060000,6.277036133130000,6.813553385840000,7.811632256150000,6.549919188360000,6.551334780550000,6.524370895900000,1.000000000000000,primary,1
2124,5213253179.000000000000000,5529709450.000000000000000,0.000000000000000,100286457,tertiary,False,195.600999999999999,小龙桥路, , , , , , ,3890.000000000000000,5213253179.000000000000000,5529709450.000000000000000,3890,3890.000000000000000,10.660556548500001,10.061327576400000,8.107175928909999,9.929408627950000,8.602821759259999,9.314333333330000,8.893894675929999,7.232130088210000,7.527113602890000,8.338314963329999,8.208396820800001,8.266401614579999,10.329236216900000,7.988074181480000,8.845053502540001,8.117148537400000,7.556253069730000,6.849244240280000,6.938447067290000,6.960157033690000,7.079158876340000,8.213109853830000,8.999975588510001,9.265904742160000,1.000000000000000,tertiary,1
2125,5213253179.000000000000000,1159138260.000000000000000,0.000000000000000,100286457,tertiary,False,12.260999999999999,小龙桥路, , , , , , ,3891.000000000000000,5213253179.000000000000000,1159138260.000000000000000,3891,3891.000000000000000,4.087000000000000,3.576125000000000,2.894958333330000,2.179733333330000,2.452200000000000,4.087000000000000,0.000000000000000,3.377451388890000,3.177924185460000,3.203105158730000,2.964831977510000,3.009518181820000,2.601089603010000,3.227801136360000,2.325703010160000,3.707492857140000,2.205083124350000,1.838002246640000,2.732012581700000,2.010343047170000,2.252540168510000,2.047625642580000,2.035645840350000,2.549509523810000,0.958333333333000,tertiary,1
